Order ID,Start Location,End Location,Distance (km),Urgency,Transportation Method,Transportation Cost ($),Fuel Efficiency (km/l),Emissions (gCO2/km)
ORD1786,"London, UK","Tokyo, JP",1810,Low,Train,36.2,0.42562386924337037,262.10402766387375
ORD1787,"Paris, FR","London, UK",560,High,Ship,28.0,0.32614507548085037,422.42341852196097
ORD1788,"Tokyo, JP","London, UK",2711,Low,Plane,54.22,0.4658927498482378,193.37662439315235
ORD1789,"Tokyo, JP","Paris, FR",1758,High,Ship,87.9,0.15918175367338014,352.99294419177056
ORD1790,"Los Angeles, US","Cairo, EG",3859,Low,Plane,77.18,0.3327705576443375,474.0090598685177
ORD1791,"Tokyo, JP","Cairo, EG",2417,Medium,Ship,72.50999999999999,0.327866332561942,254.59014136922156
ORD1792,"Tokyo, JP","Cairo, EG",4621,Low,Plane,92.42,0.4134579504047242,309.5258914489804
ORD1793,"Tokyo, JP","Cairo, EG",4199,Low,Ship,83.98,0.2733112961259157,345.69611531130556
ORD1794,"Cairo, EG","London, UK",3287,High,Ship,164.35000000000002,0.44183671698156823,51.241208875137424
ORD1795,"Tokyo, JP","London, UK",2699,Low,Train,53.980000000000004,0.22137481796635097,445.8621086333194
ORD1796,"Cairo, EG","Cairo, EG",453,Medium,Train,13.59,0.24388540687438912,494.3628192091605
ORD1797,"Tokyo, JP","Paris, FR",2056,Medium,Train,61.68,0.16645562642920408,278.2559366755668
ORD1798,"New York City, US","London, UK",1323,Medium,Plane,39.69,0.13678112197704456,209.47124799233228
ORD1799,"London, UK","Tokyo, JP",3856,High,Ship,192.8,0.19712775863873688,344.5552389294734
ORD1800,"Cairo, EG","Tokyo, JP",1755,Medium,Ship,52.65,0.16437567078044807,303.20944043953045
ORD1801,"Los Angeles, US","New York City, US",503,Low,Train,10.06,0.47710316288412613,448.85301250574275
ORD1802,"Cairo, EG","Los Angeles, US",3502,Low,Ship,70.04,0.4754853418682442,164.49986147557985
ORD1803,"Los Angeles, US","Tokyo, JP",4266,High,Train,213.3,0.21434347127642442,172.77242627010347
ORD1804,"Cairo, EG","Los Angeles, US",4987,High,Ship,249.35000000000002,0.1481826728538015,132.78416036536046
ORD1805,"Cairo, EG","Cairo, EG",3785,Medium,Train,113.55,0.2330961072547011,241.97423010366313
ORD1806,"New York City, US","New York City, US",3576,Low,Ship,71.52,0.3589323677216867,413.5919965254367
ORD1807,"New York City, US","New York City, US",2308,Low,Plane,46.160000000000004,0.43089421970993114,437.93680911379937
ORD1808,"Los Angeles, US","London, UK",2994,High,Train,149.70000000000002,0.4088511823581722,316.3106189305858
ORD1809,"Cairo, EG","London, UK",1499,Low,Train,29.98,0.26806066116437743,265.10516577121746
ORD1810,"Cairo, EG","Los Angeles, US",2686,Low,Ship,53.72,0.11819542243033587,458.3905268393523
ORD1811,"New York City, US","Los Angeles, US",1353,Low,Plane,27.060000000000002,0.47994432496856465,189.7511242243165
ORD1812,"London, UK","Tokyo, JP",3976,Medium,Plane,119.28,0.1952681543032648,403.621947040018
ORD1813,"Tokyo, JP","New York City, US",1182,Medium,Ship,35.46,0.221850382199562,170.8140846329064
ORD1814,"Tokyo, JP","London, UK",2995,High,Plane,149.75,0.1769572967338201,425.46184882098305
ORD1815,"Tokyo, JP","Los Angeles, US",122,High,Train,6.1000000000000005,0.26456305941853786,73.9540703098997
ORD1816,"Paris, FR","Cairo, EG",1952,High,Train,97.60000000000001,0.49494340865284014,223.77682107251502
ORD1817,"Los Angeles, US","New York City, US",3040,Medium,Train,91.2,0.4261352539937149,58.11132168013825
ORD1818,"New York City, US","New York City, US",3489,Medium,Ship,104.67,0.3618697036393931,389.78627436259126
ORD1819,"New York City, US","New York City, US",750,Medium,Train,22.5,0.14520942992514768,193.74118418151383
ORD1820,"Cairo, EG","New York City, US",107,Medium,Plane,3.21,0.3776095401651195,201.6013432111519
ORD1821,"New York City, US","Paris, FR",282,High,Train,14.100000000000001,0.12739277604309202,358.61516236640756
ORD1822,"London, UK","London, UK",958,High,Plane,47.900000000000006,0.24294110398920812,307.6272160186061
ORD1823,"London, UK","New York City, US",4825,Low,Plane,96.5,0.38737070844707555,405.7126429703888
ORD1824,"Tokyo, JP","Tokyo, JP",1690,High,Ship,84.5,0.209389586284635,201.29365360750822
ORD1825,"Los Angeles, US","London, UK",1310,Low,Train,26.2,0.28914217078022936,438.7680196028185
ORD1826,"Tokyo, JP","Los Angeles, US",1095,High,Plane,54.75,0.45387338217760254,385.94139763636156
ORD1827,"Paris, FR","Cairo, EG",231,High,Ship,11.55,0.48551918570360475,255.26533994914104
ORD1828,"Paris, FR","New York City, US",2854,High,Ship,142.70000000000002,0.2411610123976861,365.7123055974599
ORD1829,"Los Angeles, US","Paris, FR",3901,Medium,Train,117.03,0.11188531054736367,121.05859513954319
ORD1830,"Los Angeles, US","London, UK",1959,Low,Train,39.18,0.3783669134110813,307.9813910907949
ORD1831,"Cairo, EG","London, UK",4237,Low,Train,84.74,0.40889618420477725,379.7856546023968
ORD1832,"Cairo, EG","London, UK",2556,Medium,Ship,76.67999999999999,0.2381833200333009,77.57641566798958
ORD1833,"Los Angeles, US","New York City, US",4596,Medium,Plane,137.88,0.3049559774100691,197.93552481475263
ORD1834,"Cairo, EG","London, UK",313,Medium,Plane,9.389999999999999,0.3053322713109553,434.0282459902664
ORD1835,"Cairo, EG","Los Angeles, US",557,Low,Train,11.14,0.20656784529386454,349.22473280261045
ORD1836,"Tokyo, JP","Tokyo, JP",3751,Low,Ship,75.02,0.38559333412607233,61.34814306834557
ORD1837,"Tokyo, JP","Paris, FR",155,Low,Train,3.1,0.4458635208772894,162.54145046179156
ORD1838,"Los Angeles, US","Cairo, EG",1801,Medium,Ship,54.03,0.19009897617181057,421.4064937957745
ORD1839,"Paris, FR","New York City, US",4191,High,Train,209.55,0.20649061669758148,393.5210569492202
ORD1840,"Tokyo, JP","New York City, US",2793,Medium,Ship,83.78999999999999,0.44960275510099046,378.73025449961455
ORD1841,"Paris, FR","London, UK",795,Medium,Plane,23.849999999999998,0.3641371092537099,377.5331208718713
ORD1842,"Cairo, EG","Los Angeles, US",945,High,Train,47.25,0.12379040473689669,323.8007318319364
ORD1843,"Los Angeles, US","Tokyo, JP",535,Low,Ship,10.700000000000001,0.3609952729421312,119.30231957790922
ORD1844,"London, UK","Tokyo, JP",478,High,Plane,23.900000000000002,0.226705852033744,399.87732936889404
ORD1845,"New York City, US","Tokyo, JP",609,Medium,Ship,18.27,0.1789445685836839,343.4407119574255
ORD1846,"New York City, US","Los Angeles, US",2810,High,Ship,140.5,0.27214673018386254,412.86772221059
ORD1847,"Cairo, EG","Cairo, EG",2748,Medium,Train,82.44,0.48341423085283086,150.44036009550524
ORD1848,"Los Angeles, US","Cairo, EG",3830,High,Ship,191.5,0.40145067927597067,362.6989738622706
ORD1849,"Paris, FR","Paris, FR",203,Low,Ship,4.0600000000000005,0.45533971023362774,293.9286793606533
ORD1850,"Cairo, EG","Los Angeles, US",3071,High,Ship,153.55,0.21525622725847426,133.24652232672634
ORD1851,"New York City, US","New York City, US",369,High,Plane,18.45,0.20419558598546594,59.80893688972815
ORD1852,"London, UK","Cairo, EG",2176,Low,Ship,43.52,0.43371926719801757,484.2992416615655
ORD1853,"Tokyo, JP","Los Angeles, US",4168,Medium,Ship,125.03999999999999,0.37422965438553246,65.21175560907933
ORD1854,"Tokyo, JP","Tokyo, JP",3869,Low,Ship,77.38,0.2613091699702661,441.8824797692648
ORD1855,"Cairo, EG","New York City, US",2267,Medium,Train,68.00999999999999,0.38486701042170857,170.74860760293268
ORD1856,"New York City, US","London, UK",769,High,Plane,38.45,0.10734673163979358,86.21069551682439
ORD1857,"New York City, US","London, UK",4545,Low,Ship,90.9,0.3113004302628087,475.78459351973703
ORD1858,"Los Angeles, US","New York City, US",231,Low,Ship,4.62,0.38181700978894795,473.5690947403763
ORD1859,"Paris, FR","New York City, US",1036,Low,Train,20.72,0.32627875776550086,439.52307417183823
ORD1860,"Tokyo, JP","New York City, US",2759,High,Train,137.95000000000002,0.2761425493178966,302.46778747607266
ORD1861,"Cairo, EG","Cairo, EG",2304,Medium,Train,69.12,0.37615002315781176,486.8737769702404
ORD1862,"New York City, US","New York City, US",2678,Medium,Train,80.34,0.31493041694938173,395.4581893974394
ORD1863,"Tokyo, JP","Paris, FR",2436,High,Plane,121.80000000000001,0.22168055313006835,468.3755704726999
ORD1864,"Los Angeles, US","Tokyo, JP",1957,High,Ship,97.85000000000001,0.2689215453110838,299.71925908812216
ORD1865,"Paris, FR","Cairo, EG",329,Medium,Ship,9.87,0.3524258403352948,158.24076437077412
ORD1866,"London, UK","Cairo, EG",4379,Medium,Plane,131.37,0.39103268356606835,51.82017594405126
ORD1867,"Cairo, EG","Paris, FR",1764,Medium,Plane,52.919999999999995,0.49648245058029905,349.42717607448975
ORD1868,"New York City, US","London, UK",1281,Low,Train,25.62,0.1860699399101874,357.17531288208465
ORD1869,"Cairo, EG","Cairo, EG",373,Medium,Train,11.19,0.30505610994425575,345.88430975821876
ORD1870,"Paris, FR","New York City, US",2593,Medium,Ship,77.78999999999999,0.15534644424500682,81.23038003433346
ORD1871,"London, UK","London, UK",1845,High,Train,92.25,0.3746583119295862,240.060578886941
ORD1872,"New York City, US","London, UK",4044,Medium,Ship,121.32,0.29734639873233826,484.37219201161184
ORD1873,"London, UK","Cairo, EG",4471,High,Plane,223.55,0.19907187708409757,316.92960780250894
ORD1874,"Cairo, EG","Paris, FR",4902,Medium,Plane,147.06,0.2115707162288293,61.634107365939364
ORD1875,"New York City, US","Cairo, EG",1335,High,Train,66.75,0.25844082406275526,361.57258214774583
ORD1876,"New York City, US","Los Angeles, US",306,Low,Train,6.12,0.3947934918371734,289.70055532341064
ORD1877,"London, UK","Los Angeles, US",1014,Low,Train,20.28,0.12261006423308873,75.86055420256014
ORD1878,"New York City, US","London, UK",1862,High,Plane,93.10000000000001,0.2902406918691317,190.92614465156936
ORD1879,"Tokyo, JP","Los Angeles, US",1142,Medium,Train,34.26,0.20215237554995857,469.1490893320312
ORD1880,"Cairo, EG","Tokyo, JP",1314,High,Ship,65.7,0.4541531127387529,135.41598946931674
ORD1881,"Paris, FR","London, UK",2559,Low,Ship,51.18,0.39972749030823984,313.68820931431554
ORD1882,"New York City, US","London, UK",4338,Medium,Train,130.14,0.36641522054556963,459.9876129589956
ORD1883,"Tokyo, JP","Tokyo, JP",4388,High,Train,219.4,0.33308314904106373,255.54841633344742
ORD1884,"Cairo, EG","Paris, FR",2355,High,Train,117.75,0.40868243760169654,124.24417980828434
ORD1885,"Cairo, EG","Tokyo, JP",2105,Low,Plane,42.1,0.4821771937022524,348.04535873619005
ORD1886,"Los Angeles, US","New York City, US",1182,Medium,Plane,35.46,0.36052240723188467,478.74219348712774
ORD1887,"Los Angeles, US","Paris, FR",1016,Medium,Train,30.48,0.4627582455451361,295.3811821999234
ORD1888,"Tokyo, JP","New York City, US",4977,Medium,Train,149.31,0.456350802262126,132.33968860507392
ORD1889,"Paris, FR","Cairo, EG",1400,Low,Ship,28.0,0.13463120528648204,125.01613290054661
ORD1890,"London, UK","Cairo, EG",361,Medium,Plane,10.83,0.37413040633230177,458.51835816783324
ORD1891,"Paris, FR","New York City, US",2401,Low,Ship,48.02,0.37837564412766234,354.4965341388193
ORD1892,"Paris, FR","Paris, FR",2448,Low,Ship,48.96,0.3472460384889904,484.5746425769846
ORD1893,"Cairo, EG","Tokyo, JP",313,Medium,Ship,9.389999999999999,0.3829690818040432,356.10881027749986
ORD1894,"Tokyo, JP","Tokyo, JP",2974,High,Plane,148.70000000000002,0.27769552990888435,354.41727737086245
ORD1895,"Cairo, EG","Los Angeles, US",1288,Low,Plane,25.76,0.3414984600566173,218.92669206675725
ORD1896,"Los Angeles, US","Cairo, EG",3740,Low,Ship,74.8,0.13159886307334295,454.38810395640235
ORD1897,"Cairo, EG","Paris, FR",3486,High,Plane,174.3,0.46802180564244644,279.6691102373403
ORD1898,"Los Angeles, US","London, UK",4199,Medium,Plane,125.97,0.1292753285553297,340.95348541562316
ORD1899,"Los Angeles, US","Cairo, EG",2283,High,Train,114.15,0.3785195026351761,145.77485238915165
ORD1900,"Los Angeles, US","New York City, US",1716,High,Ship,85.80000000000001,0.3051338343110028,155.0120051662537
ORD1901,"New York City, US","Paris, FR",4255,High,Ship,212.75,0.4568923473675154,464.8976586672831
ORD1902,"London, UK","Tokyo, JP",1019,Low,Ship,20.38,0.16147955615701398,301.3650425028409
ORD1903,"Los Angeles, US","London, UK",1381,High,Ship,69.05,0.3807319218903631,415.43545475911543
ORD1904,"New York City, US","New York City, US",1161,Low,Train,23.22,0.28836147477355956,398.16654459151425
ORD1905,"New York City, US","Paris, FR",3209,Medium,Train,96.27,0.22992580248508127,333.9119267651736
ORD1906,"Paris, FR","Los Angeles, US",3253,Medium,Plane,97.59,0.38574974009219865,433.80277724998854
ORD1907,"Los Angeles, US","Cairo, EG",1313,Medium,Ship,39.39,0.44734968439986056,357.88957642014645
ORD1908,"Paris, FR","Tokyo, JP",4501,High,Train,225.05,0.3573588211222689,116.26637258513347
ORD1909,"Paris, FR","New York City, US",2603,Medium,Ship,78.09,0.19805269549147694,209.3257199917314
ORD1910,"New York City, US","Los Angeles, US",4974,Low,Plane,99.48,0.42350867036790085,493.18602469791614
ORD1911,"Los Angeles, US","Paris, FR",4781,Low,Train,95.62,0.16924145998532528,446.2240095784857
ORD1912,"New York City, US","Paris, FR",4735,Low,Plane,94.7,0.31775260867110544,395.41380529760437
ORD1913,"Los Angeles, US","Cairo, EG",3197,High,Ship,159.85000000000002,0.25613346560110006,215.81641365846514
ORD1914,"Paris, FR","Paris, FR",2593,Low,Plane,51.86,0.1540275399420697,323.9272454298512
ORD1915,"Tokyo, JP","Paris, FR",3040,Medium,Ship,91.2,0.4421773533408545,234.35784688796778
ORD1916,"Cairo, EG","London, UK",4955,Medium,Train,148.65,0.14649302471069575,308.0846376153967
ORD1917,"Tokyo, JP","London, UK",808,Low,Train,16.16,0.47100565218458645,162.92825145316235
ORD1918,"Los Angeles, US","Tokyo, JP",1145,High,Train,57.25,0.18936117766728244,333.3847562677424
ORD1919,"Tokyo, JP","New York City, US",2422,High,Ship,121.10000000000001,0.18719568179087626,385.61392560289477
ORD1920,"New York City, US","Los Angeles, US",3714,High,Plane,185.70000000000002,0.34792576223339455,440.2593540544675
ORD1921,"Tokyo, JP","New York City, US",4609,High,Ship,230.45000000000002,0.36288040516065134,159.9329883999069
ORD1922,"London, UK","Paris, FR",4806,Low,Ship,96.12,0.22159811155366815,96.11657134986453
ORD1923,"Cairo, EG","London, UK",1795,Low,Plane,35.9,0.3759754880838,420.9397653132006
ORD1924,"Cairo, EG","Cairo, EG",499,Low,Ship,9.98,0.48845665717438824,418.65196713179216
ORD1925,"London, UK","Los Angeles, US",1618,Low,Train,32.36,0.16816218030899266,419.39247861001627
ORD1926,"Cairo, EG","Cairo, EG",1313,Medium,Plane,39.39,0.4640114018006044,67.43607743391046
ORD1927,"Los Angeles, US","Los Angeles, US",1542,High,Plane,77.10000000000001,0.2951083069804028,489.4282889846349
ORD1928,"Los Angeles, US","Los Angeles, US",942,Low,Plane,18.84,0.36625786645131,74.98373372122643
ORD1929,"New York City, US","Tokyo, JP",1979,Low,Train,39.58,0.2891043285383045,228.894512627952
ORD1930,"London, UK","New York City, US",4809,Medium,Train,144.26999999999998,0.2934188050794073,79.2104759704902
ORD1931,"New York City, US","Los Angeles, US",3143,High,Plane,157.15,0.34030125657889526,231.6921460840635
ORD1932,"Los Angeles, US","Los Angeles, US",4781,Low,Ship,95.62,0.3055371272148807,128.31646642628832
ORD1933,"London, UK","London, UK",4783,High,Plane,239.15,0.2936379476572051,285.3676235973521
ORD1934,"Paris, FR","New York City, US",1450,Low,Ship,29.0,0.3470008602299035,110.85649009483781
ORD1935,"Paris, FR","Paris, FR",4063,Low,Train,81.26,0.43250118242935565,256.60011544519614
ORD1936,"London, UK","Paris, FR",2053,Medium,Train,61.589999999999996,0.19307794246981114,497.5028093181625
ORD1937,"London, UK","Paris, FR",3260,Low,Train,65.2,0.2584608898630568,217.59486327696294
ORD1938,"London, UK","London, UK",3973,Medium,Train,119.19,0.4152919919979571,226.67832434552867
ORD1939,"London, UK","Cairo, EG",4974,Medium,Train,149.22,0.3125942779700027,332.8113241815343
ORD1940,"Paris, FR","Paris, FR",2092,Medium,Plane,62.76,0.3363757359659191,222.99394827775703
ORD1941,"Paris, FR","Cairo, EG",1742,Low,Train,34.84,0.4946203179794658,203.45838285827202
ORD1942,"Paris, FR","New York City, US",1884,Medium,Ship,56.519999999999996,0.4293259179895661,87.84322359726053
ORD1943,"Los Angeles, US","Paris, FR",4602,Medium,Plane,138.06,0.3159483865516557,168.16741993147826
ORD1944,"London, UK","New York City, US",3287,Medium,Train,98.61,0.26524972562996246,288.1899559678583
ORD1945,"Cairo, EG","London, UK",652,Medium,Train,19.56,0.2708671200343695,167.6827029326355
ORD1946,"New York City, US","London, UK",4390,High,Plane,219.5,0.18478197235105787,257.13844495597226
ORD1947,"London, UK","Los Angeles, US",723,High,Train,36.15,0.33798485767810327,124.17733331828157
ORD1948,"Cairo, EG","Los Angeles, US",966,High,Ship,48.300000000000004,0.4984305322111898,441.35431667243415
ORD1949,"London, UK","Tokyo, JP",2638,High,Ship,131.9,0.2307752857322258,164.19299739028685
ORD1950,"London, UK","Paris, FR",4768,High,Train,238.4,0.458541026823422,176.80166919119577
ORD1951,"Cairo, EG","Tokyo, JP",429,Medium,Ship,12.87,0.49915634769864603,447.96216162755735
ORD1952,"Paris, FR","Paris, FR",1761,High,Ship,88.05000000000001,0.2100766501483669,150.1869997943473
ORD1953,"Los Angeles, US","Tokyo, JP",558,High,Plane,27.900000000000002,0.14102049011624948,50.73580296714779
ORD1954,"Cairo, EG","Paris, FR",1690,Medium,Plane,50.699999999999996,0.28319803103892494,65.55253078011182
ORD1955,"London, UK","Cairo, EG",4236,High,Train,211.8,0.44193311641935207,230.23246353297014
ORD1956,"Los Angeles, US","Tokyo, JP",769,Medium,Plane,23.07,0.47091496294160473,56.7443638485616
ORD1957,"Cairo, EG","Paris, FR",1536,Low,Ship,30.72,0.1727823253937954,142.1086947042891
ORD1958,"New York City, US","Cairo, EG",1634,High,Train,81.7,0.4897590954793477,208.35837298671763
ORD1959,"New York City, US","Tokyo, JP",3195,Low,Plane,63.9,0.2918123497264762,71.79012033021316
ORD1960,"Cairo, EG","London, UK",3383,Medium,Train,101.49,0.4737419141715348,407.80810886700147
ORD1961,"New York City, US","New York City, US",2448,Medium,Plane,73.44,0.46791807740377345,123.29613073506714
ORD1962,"Tokyo, JP","Cairo, EG",4471,High,Plane,223.55,0.1652932408089486,442.9984859564329
ORD1963,"Paris, FR","Cairo, EG",1462,High,Train,73.10000000000001,0.4290031857239299,220.02124452391524
ORD1964,"New York City, US","New York City, US",1764,High,Ship,88.2,0.4651253212237302,479.5077949806775
ORD1965,"New York City, US","Cairo, EG",1346,Low,Train,26.92,0.18333200470831754,356.1367411168098
ORD1966,"London, UK","Los Angeles, US",2974,High,Train,148.70000000000002,0.21267719065331572,390.3848880134696
ORD1967,"Cairo, EG","Los Angeles, US",3577,Low,Train,71.54,0.3109914533379161,114.49237298513061
ORD1968,"London, UK","Paris, FR",1024,Low,Train,20.48,0.14025658126373164,465.093130521429
ORD1969,"Cairo, EG","Paris, FR",3017,Medium,Plane,90.50999999999999,0.48517284263805094,192.93338196083204
ORD1970,"Cairo, EG","New York City, US",2759,Low,Plane,55.18,0.11189212447741244,139.55226636026532
ORD1971,"Los Angeles, US","London, UK",2438,Medium,Train,73.14,0.14804619665309887,348.2332318440715
ORD1972,"Paris, FR","Los Angeles, US",4912,Medium,Plane,147.35999999999999,0.15058296372382204,107.23377110179752
ORD1973,"London, UK","London, UK",4783,Low,Plane,95.66,0.3636232811640364,249.39071083288988
ORD1974,"New York City, US","London, UK",3537,Low,Ship,70.74,0.15663398606732618,79.83110307726491
ORD1975,"London, UK","Tokyo, JP",694,High,Plane,34.7,0.2386860232425328,69.1003525714013
ORD1976,"Cairo, EG","New York City, US",2781,Low,Train,55.620000000000005,0.31520972022876625,294.37215066916656
ORD1977,"New York City, US","Cairo, EG",3487,High,Train,174.35000000000002,0.1071689850737522,352.8112786717185
ORD1978,"Paris, FR","Paris, FR",3489,High,Plane,174.45000000000002,0.15208993054722864,335.11703360677114
ORD1979,"Tokyo, JP","Tokyo, JP",1699,Low,Train,33.980000000000004,0.18962087670801253,202.12250291172376
ORD1980,"Tokyo, JP","London, UK",3275,Medium,Plane,98.25,0.18285302940429002,165.56141096671968
ORD1981,"Cairo, EG","Paris, FR",1461,Medium,Train,43.83,0.3941737532416234,211.52554992817952
ORD1982,"Tokyo, JP","Los Angeles, US",3486,Low,Plane,69.72,0.3900693131804698,99.20471768642919
ORD1983,"New York City, US","London, UK",1095,High,Ship,54.75,0.21021944609981996,233.53272733389008
ORD1984,"Tokyo, JP","Tokyo, JP",1637,Low,Plane,32.74,0.3620312523616479,488.35024013098484
ORD1985,"Cairo, EG","Los Angeles, US",1884,Medium,Ship,56.519999999999996,0.34788251452423324,297.0441778668776
ORD1986,"Cairo, EG","Tokyo, JP",4160,Low,Train,83.2,0.19392047535544688,135.83628046777224
ORD1987,"Tokyo, JP","New York City, US",2497,Medium,Train,74.91,0.39424640267811806,364.1631746737486
ORD1988,"New York City, US","Los Angeles, US",3714,Medium,Train,111.42,0.31754530894103283,347.38904320478895
ORD1989,"Los Angeles, US","London, UK",4750,Medium,Plane,142.5,0.27173926239610485,110.42174175949143
ORD1990,"Tokyo, JP","Cairo, EG",4783,Medium,Ship,143.48999999999998,0.22096355778914634,380.4853099974861
ORD1991,"Tokyo, JP","Los Angeles, US",1381,High,Ship,69.05,0.12672142880804543,296.534566624132
ORD1992,"London, UK","New York City, US",4464,Low,Ship,89.28,0.37787078637989036,125.05093307282156
ORD1993,"New York City, US","Los Angeles, US",2642,High,Train,132.1,0.4640857726267953,178.89133527696805
ORD1994,"Paris, FR","Paris, FR",3925,Low,Ship,78.5,0.21686473873587908,354.3429404766224
ORD1995,"New York City, US","Cairo, EG",2287,Medium,Plane,68.61,0.4126654729204532,371.55174100708655
ORD1996,"Los Angeles, US","Paris, FR",768,High,Ship,38.400000000000006,0.35455981744926823,265.51592569379636
ORD1997,"New York City, US","Cairo, EG",558,Medium,Plane,16.74,0.3590986075237069,305.87586055612104
ORD1998,"Los Angeles, US","Los Angeles, US",2556,Low,Train,51.120000000000005,0.17594797319764757,417.96553040417814
ORD1999,"Cairo, EG","London, UK",2995,High,Ship,149.75,0.29403012528583067,166.90166899529635
